Ref,Val,Package,PosX,PosY,Rot,Side
"P4","USB_C_Plug_USB3.0_9P","USB_C_Plug_G-Switch_GT-USB-8016A_9P_TopMnt_Horizontal",54.750000,8.000000,-90.000000,bottom
